,seed_mof_name,seed_mof_string,seed_edge_selfies,seed_edge_smiles,seed_targets,dreamed_mof_name,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_targets
1016,gis_N68_edge125761,[O][C][=C][Branch][C][=C][C][Branch][FrH0][pop][Ring1][Branch][pop][C][Branch][C][Branch][FrH0][pop][O][pop][Branch][O][pop][O][.][Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Co][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][O][C][Branch1][C][Fr][O][Ring1][#C][&&][gis],[O][C][=C][Branch][C][=C][C][Branch][FrH0][pop][Ring1][Branch][pop][C][Branch][C][Branch][FrH0][pop][O][pop][Branch][O][pop][O],OC1=C(C(O)(O)C(O)[Fr])C=CC1[Fr],"[-10.324009, 1.0456294]",gis_N68_OC1=C(C(O)(O)C(O)[Fr])C=CC1[Fr],[:0sulfonic_acid][:0sulfonic_acid][N][#C][Br][#Branch][C][=S][:1imidazole][:0benzenediol][:0benzenediol][:0benzenediol][P][FrH0][:1pyridine][:4benzenealcohol][:1carboxylic_acid][S][:1pyrimidine][:1pyrimidine][:1pyrimidine][:1carboxylic_acid][:3pyrimidine][:1pyridine][:3pyrimidine][:0benzenediol][:1imidazole][:=1methyl_amine][:0methyl][:0propyl][#N][:4benzenealcohol][:4benzenealcohol][FrH0][:1benzenediol][:1benzenediol][:3pyrimidine][:3pyrimidine][:3pyrimidine][.][Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Co][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][O][C][Branch1][C][Fr][O][Ring1][#C][&&][gis],[:0sulfonic_acid][:0sulfonic_acid][N][#C][Br][#Branch][C][=S][:1imidazole][:0benzenediol][:0benzenediol][:0benzenediol][P][FrH0][:1pyridine][:4benzenealcohol][:1carboxylic_acid][S][:1pyrimidine][:1pyrimidine][:1pyrimidine][:1carboxylic_acid][:3pyrimidine][:1pyridine][:3pyrimidine][:0benzenediol][:1imidazole][:=1methyl_amine][:0methyl][:0propyl][#N][:4benzenealcohol][:4benzenealcohol][FrH0][:1benzenediol][:1benzenediol][:3pyrimidine][:3pyrimidine][:3pyrimidine],CCc1c(-c2cccc(Oc3cc(O)ccc3-c3ccncn3)c2O[Fr])ncn1-c1nccc(-c2nccc(-c3cncnc3-c3cncnc3SOc3ccccc3-c3ccc(O)c(-c4cncn4[SH]=CS(=O)ON=CBr)c3OP[Fr])n2)n1,"[16.1827708629, 1.4967751571631571]"
517,pcu_N696_edge199196,[Cl][C][=C][C][=Branch][=C][C][=Branch][=C][Branch][C][=Branch][=C][Branch][C][Branch][Cl][pop][Branch][Cl][pop][Ring1][=Branch][pop][FrH0][pop][Cl][pop][Cl][pop][Ring1][Branch][pop][FrH0][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][=O][&&][pcu],[Cl][C][=C][C][=Branch][=C][C][=Branch][=C][Branch][C][=Branch][=C][Branch][C][Branch][Cl][pop][Branch][Cl][pop][Ring1][=Branch][pop][FrH0][pop][Cl][pop][Cl][pop][Ring1][Branch][pop][FrH0],ClC1=CC([Fr])=C2C1=C(Cl)C(Cl)=C([Fr])C2(Cl)Cl,"[-13.145559, 1.4794363]",pcu_N696_ClC1=CC([Fr])=C2C1=C(Cl)C(Cl)=C([Fr])C2(Cl)Cl,[:0propyl][C][C][=S][Branch][Cl][pop][C][Branch][Cl][pop][:0benzenediol][#Branch][Cl][pop][Ring2][FrH0][pop][Ring1][:0benzenediol][pop][Ring1][FrH0][pop][pop][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][=O][&&][pcu],[:0propyl][C][C][=S][Branch][Cl][pop][C][Branch][Cl][pop][:0benzenediol][#Branch][Cl][pop][Ring2][FrH0][pop][Ring1][:0benzenediol][pop][Ring1][FrH0][pop][pop],CCCC=S(Cl)C(Cl)c1c(OCl)cc([Fr])c(-c2c(O)cccc2O)c1O[Fr],"[18.983188594, 1.9070208333494334]"
1484,lvt_N335_edge88613,[FrH0][C][Branch][C][=Branch][=C][:=0methyl_amine][Ring1][FrH0][pop][pop][C][pop][=C][:0methyl][.][FH0][Co][Branch1][C][FH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][lvt],[FrH0][C][Branch][C][=Branch][=C][:=0methyl_amine][Ring1][FrH0][pop][pop][C][pop][=C][:0methyl],CCC=C([Fr])C(C)=C=NC[Fr],"[-8.0913925, 0.6990747]",lvt_N335_CCC=C([Fr])C(C)=C=NC[Fr],[:0amide][:0propyl][:0benzenediol][:0propyl][:0benzenediol][=P][:4benzenealcohol][pop][pop][pop][Ring1][P][:0imidazole][Ring1][:0imidazole][Ring1][:0imidazole][Ring2][S][S][:4benzenealcohol][Ring2][FrH0][pop][Branch][S][=S][=P][:4benzenediol][=P][=P][:1amide][=S][:2pyrimidine][Cl][Cl][#N][N][FrH0][.][FH0][Co][Branch1][C][FH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][lvt],[:0amide][:0propyl][:0benzenediol][:0propyl][:0benzenediol][=P][:4benzenealcohol][pop][pop][pop][Ring1][P][:0imidazole][Ring1][:0imidazole][Ring1][:0imidazole][Ring2][S][S][:4benzenealcohol][Ring2][FrH0][pop][Branch][S][=S][=P][:4benzenediol][=P][=P][:1amide][=S][:2pyrimidine][Cl][Cl][#N][N][FrH0],O=C(Nc1cnc(N[Fr])nc1Cl)POc1cc(O)ccc1P=S=[SH]c1ccc([Fr])c(O)c1SSc1cnc(-n2ccnc2-n2ccnc2PC(=O)Nc2c(O)cccc2Oc2c(O)cccc2Oc2ccccc2O)[nH]1,"[13.9192125939, 1.2517359947959286]"
507,neb_N310_edge4387,[FrH0][:1alkyne][Ring1][:3imidazole][Ring2][FrH0][pop][Ring1][:0methyl][pop][pop][.][O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][neb],[FrH0][:1alkyne][Ring1][:3imidazole][Ring2][FrH0][pop][Ring1][:0methyl][pop][pop],CCc1c(C#C[Fr])ncn1[Fr],"[-3.153449, 0.18228711]",neb_N310_CCc1c(C#C[Fr])ncn1[Fr],[:0propyl][C][=S][#Branch][:1benzenediol][#Branch][=Ring2][Cl][:3benzenediol][Branch][FrH0][#Branch][:4benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:2pyrimidine][:2pyrimidine][:0methyl][Branch][Ring2][:1methyl_amine][:0propyl][S][FrH0][pop][pop][pop][:3pyrimidine][pop][Ring2][:3pyrimidine][:0benzenediol][:0benzenediol][:0pyridine][:2pyridine][Ring2][:2pyrimidine][.][O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][neb],[:0propyl][C][=S][#Branch][:1benzenediol][#Branch][=Ring2][Cl][:3benzenediol][Branch][FrH0][#Branch][:4benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:2pyrimidine][:2pyrimidine][:0methyl][Branch][Ring2][:1methyl_amine][:0propyl][S][FrH0][pop][pop][pop][:3pyrimidine][pop][Ring2][:3pyrimidine][:0benzenediol][:0benzenediol][:0pyridine][:2pyridine][Ring2][:2pyrimidine],CCC[SH]1Oc2c(-c3ccc(O)cc3Oc3c(Oc4c(O)cccc4Oc4cnc([Fr])nc4)ccc(-c4ccnc(-c5c(O)cccc5Oc5ccnc(-c6cncnc6)c5)n4)c3O)c([Fr])cc(O)c21,"[8.9402723359, 0.9243375021483167]"
1262,crb_N93_edge87188,[:0O_nitrile][C][N][Branch][O][C][C][=C][C][O][FrH0][pop][O][FrH0][pop][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Cu][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][crb],[:0O_nitrile][C][N][Branch][O][C][C][=C][C][O][FrH0][pop][O][FrH0][pop],N#CON(O[Fr])OCC=CCO[Fr],"[-3.5120995, 0.15782298]",crb_N93_N#CON(O[Fr])OCC=CCO[Fr],[:0benzenediol][#Branch][:1imidazole][Ring1][:3pyrimidine][Ring2][FrH0][pop][pop][=O][Ring2][=Ring2][Cl][Ring1][FrH0][Ring1][:0benzenediol][:0propyl][:0benzenediol][:0benzenediol][:2pyrimidine][Branch][:1imidazole][pop][:4benzenediol][:0methyl][Ring2][:0methyl][:0methyl][:2pyridine][:1pyrimidine][:2pyridine][S][S][:2pyrimidine][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Cu][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][crb],[:0benzenediol][#Branch][:1imidazole][Ring1][:3pyrimidine][Ring2][FrH0][pop][pop][=O][Ring2][=Ring2][Cl][Ring1][FrH0][Ring1][:0benzenediol][:0propyl][:0benzenediol][:0benzenediol][:2pyrimidine][Branch][:1imidazole][pop][:4benzenediol][:0methyl][Ring2][:0methyl][:0methyl][:2pyridine][:1pyrimidine][:2pyridine][S][S][:2pyrimidine],CCCc1c(On2c(-c3cc([Fr])ncn3)cnc2[Fr])ccc(SSc2cncnc2)c1Oc1c(CC)nc(CC)nc1-n1ccnc1,"[9.27716355, 0.9092990489638408]"
541,ths_N96_edge139726,[F][C][=Branch][=C][Branch][C][=C][Branch][N][Ring1][Ring1][pop][FrH0][pop][F][pop][FrH0][.][Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][C][C][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][ths],[F][C][=Branch][=C][Branch][C][=C][Branch][N][Ring1][Ring1][pop][FrH0][pop][F][pop][FrH0],FC([Fr])=C(F)C1=C([Fr])N1,"[-0.3055699, -0.25564054]",ths_N96_FC([Fr])=C(F)C1=C([Fr])N1,[:0phosphoric_acid][:4benzenealcohol][:#1methyl_amine][=Ring2][=Ring2][Cl][Cl][=Ring2][Cl][FrH0][FrH0][FrH0][FrH0][:0benzenediol][:0benzenediol][Ring1][:5benzenediol][:5benzenediol][:2benzenediol][:3benzenealcohol][:0benzenediol][:0benzenediol][:1pyrimidine][:3pyrimidine][:3benzenealcohol][:3pyrimidine][=P][=N][=N][=Ring2][=N][:2benzenediol][:2benzenediol][:1pyridine][:3benzenealcohol][:5benzenediol][:=1methyl_amine][:=1methyl_amine][.][Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][C][C][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][ths],[:0phosphoric_acid][:4benzenealcohol][:#1methyl_amine][=Ring2][=Ring2][Cl][Cl][=Ring2][Cl][FrH0][FrH0][FrH0][FrH0][:0benzenediol][:0benzenediol][Ring1][:5benzenediol][:5benzenediol][:2benzenediol][:3benzenealcohol][:0benzenediol][:0benzenediol][:1pyrimidine][:3pyrimidine][:3benzenealcohol][:3pyrimidine][=P][=N][=N][=Ring2][=N][:2benzenediol][:2benzenediol][:1pyridine][:3benzenealcohol][:5benzenediol][:=1methyl_amine][:=1methyl_amine],NCOP(=O)(O[Fr])O[Fr],"[6.0525785207, 0.5823774247427435]"
814,lvt_N213_edge4826,[O][S][Branch][C][=N][C][=Branch][=N][S][N][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][Branch][O][pop][O][.][Fr][C][O][Co][Branch1][Ring2][O][C][Fr][Branch1][Ring2][O][C][Fr][Branch1][Ring2][O][C][Fr][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][lvt],[O][S][Branch][C][=N][C][=Branch][=N][S][N][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][Branch][O][pop][O],OS(O)(O)C1=NC([Fr])=NSN1[Fr],"[-8.608348, 0.81658566]",lvt_N213_OS(O)(O)C1=NC([Fr])=NSN1[Fr],[:0sulfonic_acid][C][:1pyrimidine][:0propyl][:0propyl][pop][:0benzenediol][:0benzenediol][Branch][FrH0][pop][S][:0benzenediol][:0benzenediol][:0benzenediol][Ring2][:2benzenediol][:0propyl][:0benzenediol][:0propyl][Branch][Branch][:0benzenediol][:0propyl][:0benzenediol][:1pyrimidine][Branch][FrH0][:1methyl_amine][:2imidazole][:1methyl_amine][:2pyridine][:2pyridine][:1methyl_amine][:1carboxylic_acid][:1methyl_amine][.][Fr][C][O][Co][Branch1][Ring2][O][C][Fr][Branch1][Ring2][O][C][Fr][Branch1][Ring2][O][C][Fr][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][lvt],[:0sulfonic_acid][C][:1pyrimidine][:0propyl][:0propyl][pop][:0benzenediol][:0benzenediol][Branch][FrH0][pop][S][:0benzenediol][:0benzenediol][:0benzenediol][Ring2][:2benzenediol][:0propyl][:0benzenediol][:0propyl][Branch][Branch][:0benzenediol][:0propyl][:0benzenediol][:1pyrimidine][Branch][FrH0][:1methyl_amine][:2imidazole][:1methyl_amine][:2pyridine][:2pyridine][:1methyl_amine][:1carboxylic_acid][:1methyl_amine],CCCc1c(O[SH]=O)ncnc1-c1c(O)cc([Fr])c(-c2c(O)cccc2Oc2c(O)ccc(-c3c(O)cc(O)cc3-c3c(O)cccc3Oc3c(O)cccc3Oc3c(O)ccc(-c4[nH]cnc4-c4ccncc4CNCN)c3O[Fr])c2O)c1O,"[14.3387025842, 1.3138569534678126]"
54,cds_N193_edge12508,[:0alkene][C][C][=C][C][Branch][S][C][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][=C][C][=C][Branch1][C][Fr][C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][&&][cds],[:0alkene][C][C][=C][C][Branch][S][C][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop],O=CC1=CC([Fr])SC1[Fr],"[-9.127725, 0.9330049]",cds_N193_O=CC1=CC([Fr])SC1[Fr],[:0methyl][C][:0benzenediol][Ring1][:0benzenediol][Ring1][:0benzenediol][Ring2][:2imidazole][Ring1][SH2][:4pyridine][pop][pop][Ring1][FrH0][pop][pop][Ring1][FrH0][pop][Ring1][:4benzenediol][pop][pop][pop][.][O][=C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][=C][C][=C][Branch1][C][Fr][C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][&&][cds],[:0methyl][C][:0benzenediol][Ring1][:0benzenediol][Ring1][:0benzenediol][Ring2][:2imidazole][Ring1][SH2][:4pyridine][pop][pop][Ring1][FrH0][pop][pop][Ring1][FrH0][pop][Ring1][:4benzenediol][pop][pop][pop],CCc1c(O)cccc1Oc1c(O)cc(-c2ccc(O)cc2O)c([Fr])c1Oc1c(O)cc([Fr])c(-c2[nH]cnc2[SH2]c2ccccn2)c1O,"[14.8422148976, 1.3751867591964586]"
856,lvt_N654_edge176021,[:0alkene][C][S][=C][Branch][S][C][Branch][C][Branch][C][FrH0][pop][Ring1][Branch][pop][=O][pop][FrH0][pop][.][Fr][C][C][=C][N][Branch1][Branch1][N][C][=Ring1][=Branch1][Cu][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][N][Ring1][#Branch1][Branch1][N][N][N][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][N][N][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][lvt],[:0alkene][C][S][=C][Branch][S][C][Branch][C][Branch][C][FrH0][pop][Ring1][Branch][pop][=O][pop][FrH0][pop],O=CS1=C([Fr])SC(=O)C1C[Fr],"[-5.640357, 0.46340942]",lvt_N654_O=CS1=C([Fr])SC(=O)C1C[Fr],[:0benzenediol][Ring2][N][:0benzenediol][Ring2][:0benzenediol][Ring1][FrH0][pop][Ring1][:3pyrimidine][pop][pop][pop][Ring1][FrH0][pop][.][Fr][C][C][=C][N][Branch1][Branch1][N][C][=Ring1][=Branch1][Cu][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][N][Ring1][#Branch1][Branch1][N][N][N][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][N][N][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][lvt],[:0benzenediol][Ring2][N][:0benzenediol][Ring2][:0benzenediol][Ring1][FrH0][pop][Ring1][:3pyrimidine][pop][pop][pop][Ring1][FrH0][pop],Oc1cc(O)c(Nc2c(O)ccc(-c3c(O)ccc(-c4ccncn4)c3O[Fr])c2O)c([Fr])c1,"[11.3324911459, 1.05521706174466]"
1153,qtz_N492_edge190327,[:0alkene][C][C][=Branch][=C][C][Branch][C][=C][Branch][C][Branch][C][Ring1][Ring2][pop][=C][C][FrH0][pop][:0alkene][pop][:0alkene][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Be][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][qtz],[:0alkene][C][C][=Branch][=C][C][Branch][C][=C][Branch][C][Branch][C][Ring1][Ring2][pop][=C][C][FrH0][pop][:0alkene][pop][:0alkene][pop][FrH0][pop],O=CC([Fr])=CC(C=O)C1=C(C=O)C(=CC[Fr])C1,"[-6.256959, 0.49157965]",qtz_N492_O=CC([Fr])=CC(C=O)C1=C(C=O)C(=CC[Fr])C1,[:0propyl][C][:1benzenediol][#Branch][C][Branch][:0benzenediol][pop][:2imidazole][Ring2][S][pop][Ring1][:0benzenediol][#Branch][FrH0][pop][Branch][:0benzenediol][pop][pop][Ring2][:0benzenediol][Ring1][:0benzenediol][Ring1][:2pyridine][pop][pop][Ring1][C][C][FrH0][pop][Ring1][:1carboxylic_acid][pop][pop][pop][.][O][=C][Branch1][C][Fr][O][Be][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][qtz],[:0propyl][C][:1benzenediol][#Branch][C][Branch][:0benzenediol][pop][:2imidazole][Ring2][S][pop][Ring1][:0benzenediol][#Branch][FrH0][pop][Branch][:0benzenediol][pop][pop][Ring2][:0benzenediol][Ring1][:0benzenediol][Ring1][:2pyridine][pop][pop][Ring1][C][C][FrH0][pop][Ring1][:1carboxylic_acid][pop][pop][pop],CCCOc1cccc(O)c1C(c1c(O)cccc1O)c1c(-c2c(O)cc(C(=O)O)c(CC[Fr])c2Oc2c(O)cccc2Oc2ccncc2)nc(S)n1-c1c(O[Fr])ccc(-c2c(O)cccc2O)c1O,"[11.9413593515, 1.0404834374157064]"
11,hex_N507_edge140222,[FrH0][C][=C][C][=C][Branch][C][Branch][FrH0][pop][=N][N][=C][Ring1][#Branch][pop][S][C][.][O][=C][Branch1][C][Fr][O][Zn][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][hex],[FrH0][C][=C][C][=C][Branch][C][Branch][FrH0][pop][=N][N][=C][Ring1][#Branch][pop][S][C],CSc1c(C=C[Fr])cnnc1[Fr],"[-11.67962, 1.1993576]",hex_N507_CSc1c(C=C[Fr])cnnc1[Fr],[:0propyl][C][S][Branch][N][:0nitrile][=Branch][:0pyrimidine][Branch][:1benzenealcohol][:1benzenealcohol][FrH0][Ring2][:0pyridine][Ring1][P][=S][P][pop][#N][=P][=P][:1imidazole][:2pyrimidine][:2benzenealcohol][:0benzenealcohol][:2pyrimidine][P][FrH0][pop][pop][pop][:1imidazole][:2pyridine][:3pyrimidine][:1imidazole][:2pyrimidine][pop][pop][.][O][=C][Branch1][C][Fr][O][Zn][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][hex],[:0propyl][C][S][Branch][N][:0nitrile][=Branch][:0pyrimidine][Branch][:1benzenealcohol][:1benzenealcohol][FrH0][Ring2][:0pyridine][Ring1][P][=S][P][pop][#N][=P][=P][:1imidazole][:2pyrimidine][:2benzenealcohol][:0benzenealcohol][:2pyrimidine][P][FrH0][pop][pop][pop][:1imidazole][:2pyridine][:3pyrimidine][:1imidazole][:2pyrimidine][pop][pop],CCC[SH](NC#N)c1nccc(-c2cc(O)c(-c3nccc(P=Pn4cnc(-c5ccncc5-n5ccnc5)c4-c4ccc(O)cc4-c4cncnc4[Fr])c3P=[SH]P)cc2[Fr])n1,"[17.3430064788, 1.8600430317419396]"
1705,sxb_N151_edge162473,[FrH0][C][=N][N][Branch][C][=C][C][C][Branch][:0benzene][pop][Ring1][#Branch][Ring1][Ring2][pop][FrH0][.][Fr][C][C][=C][N][Zn][Branch2][Ring1][O][N][C][=Branch1][#Branch2][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][Branch1][C][Fr][=C][C][N][Ring1][#C][Ring1][#Branch1][Branch2][Ring1][=Branch1][N][C][Branch1][#Branch2][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][C][=Ring2][Ring1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][N][Ring2][Ring1][P][C][=C][C][Branch1][C][Fr][C][=Ring1][#Branch1][&&][sxb],[FrH0][C][=N][N][Branch][C][=C][C][C][Branch][:0benzene][pop][Ring1][#Branch][Ring1][Ring2][pop][FrH0],[Fr]C1=NN([Fr])C2=CCC21c1ccccc1,"[-10.3861265, 1.021458]",sxb_N151_[Fr]C1=NN([Fr])C2=CCC21c1ccccc1,[:0propyl][C][:5benzenediol][=P][Cl][pop][Ring1][FrH0][pop][Ring2][:1imidazole][Branch][S][=P][pop][Ring2][:0propyl][pop][Ring1][:0propyl][pop][pop][Ring1][FrH0][pop][pop][.][Fr][C][C][=C][N][Zn][Branch2][Ring1][O][N][C][=Branch1][#Branch2][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][Branch1][C][Fr][=C][C][N][Ring1][#C][Ring1][#Branch1][Branch2][Ring1][=Branch1][N][C][Branch1][#Branch2][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][C][=Ring2][Ring1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][N][Ring2][Ring1][P][C][=C][C][Branch1][C][Fr][C][=Ring1][#Branch1][&&][sxb],[:0propyl][C][:5benzenediol][=P][Cl][pop][Ring1][FrH0][pop][Ring2][:1imidazole][Branch][S][=P][pop][Ring2][:0propyl][pop][Ring1][:0propyl][pop][pop][Ring1][FrH0][pop][pop],CCCOc1c(Cl)c(O[Fr])cc(-n2c([SH]=P)nc(CCC)c2CCC)c1[Fr],"[16.0378549327, 1.6310257934673658]"
1450,cag_N461_edge174271,[FrH0][:2pyridine][=Branch][C][Branch][C][pop][=N][C][=Branch][=C][Branch][FrH0][pop][Ring1][=N][pop][C][pop][.][O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N][&&][cag],[FrH0][:2pyridine][=Branch][C][Branch][C][pop][=N][C][=Branch][=C][Branch][FrH0][pop][Ring1][=N][pop][C][pop],Cc1nc(C)c2c([Fr])ccnc2c1[Fr],"[-6.6334515, 0.6040225]",cag_N461_Cc1nc(C)c2c([Fr])ccnc2c1[Fr],[:3pyrimidine][:0benzenediol][Branch][:0benzenediol][:0propyl][:0benzenediol][pop][:0benzenediol][Ring1][N][:0benzenediol][Ring1][:0benzenediol][pop][Ring1][FrH0][pop][Ring2][:2imidazole][Ring1][:0benzenediol][Ring1][:0benzenediol][Ring1][N][S][pop][pop][pop][pop][pop][pop][pop][pop][:0pyrimidine][Cl][pop][:2pyrimidine][FrH0][.][O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N][&&][cag],[:3pyrimidine][:0benzenediol][Branch][:0benzenediol][:0propyl][:0benzenediol][pop][:0benzenediol][Ring1][N][:0benzenediol][Ring1][:0benzenediol][pop][Ring1][FrH0][pop][Ring2][:2imidazole][Ring1][:0benzenediol][Ring1][:0benzenediol][Ring1][N][S][pop][pop][pop][pop][pop][pop][pop][pop][:0pyrimidine][Cl][pop][:2pyrimidine][FrH0],Oc1cccc(O)c1Oc1ccc([Fr])c(Oc2[nH]cnc2-c2c(O)cccc2Oc2c(O)cccc2ONS)c1-c1ncc([Fr])c(Cl)n1,"[12.2755141641, 1.0181905535573927]"
